,Stime,Ltime
0,1424261723,1424261760
1,1424252414,1424252464
2,1424260855,1424260905
3,1424252891,1424252891
4,1424252171,1424252171
5,1424261111,1424261111
6,1424261531,1424261531
7,1424250648,1424250648
8,1424254973,1424254973
9,1424258576,1424258576
10,1424258576,1424258576
11,1424261734,1424261777
12,1424257272,1424257315
13,1424256862,1424256862
14,1424261553,1424261553
15,1424252601,1424252631
16,1424259038,1424259038
17,1424254704,1424254735
18,1424260793,1424260793
19,1424261239,1424261239
20,1424260184,1424260184
21,1424260490,1424260490
22,1424259562,1424259562
23,1424258847,1424258847
24,1424259087,1424259087
25,1424259258,1424259258
26,1424260413,1424260413
27,1424260669,1424260669
28,1424260057,1424260057
29,1424261600,1424261600
30,1424260134,1424260134
31,1424260454,1424260454
32,1424259720,1424259720
33,1424261778,1424261778
34,1424259395,1424259395
35,1424260058,1424260058
36,1424260123,1424260123
37,1424261866,1424261866
38,1424260515,1424260515
39,1424259043,1424259043
40,1424258929,1424258929
41,1424259046,1424259046
42,1424259153,1424259153
43,1424260314,1424260314
44,1424260171,1424260171
45,1424260587,1424260587
46,1424260288,1424260288
47,1424259780,1424259780
48,1424261374,1424261374
49,1424259054,1424259054
50,1424261247,1424261247
51,1424260219,1424260219
52,1424261418,1424261418
53,1424260419,1424260419
54,1424261481,1424261481
55,1424260158,1424260158
56,1424260362,1424260362
57,1424259309,1424259309
58,1424260025,1424260025
59,1424260421,1424260421
60,1424260353,1424260353
61,1424259694,1424259694
62,1424259454,1424259454
63,1424259054,1424259054
64,1424259083,1424259083
65,1424260867,1424260867
66,1424258871,1424258871
67,1424259897,1424259897
68,1424260008,1424260008
69,1424260461,1424260461
70,1424259626,1424259626
71,1424259186,1424259186
72,1424259130,1424259130
73,1424260208,1424260208
74,1424260038,1424260038
75,1424259238,1424259238
76,1424259067,1424259067
77,1424260478,1424260478
78,1424259032,1424259032
79,1424259177,1424259177
80,1424259863,1424259863
81,1424260735,1424260735
82,1424260461,1424260461
83,1424259057,1424259057
84,1424258884,1424258884
85,1424260475,1424260475
86,1424260265,1424260265
87,1424260692,1424260692
88,1424260637,1424260637
89,1424259188,1424259188
90,1424261785,1424261785
91,1424259058,1424259058
92,1424260776,1424260776
93,1424259981,1424259981
94,1424259393,1424259393
95,1424259581,1424259581
96,1424260916,1424260916
97,1424260949,1424260949
98,1424261897,1424261897
99,1424259077,1424259077
100,1424261752,1424261752
101,1424261089,1424261089
102,1424262048,1424262048
103,1424261848,1424261848
104,1424260603,1424260603
105,1424260127,1424260127
106,1424260679,1424260679
107,1424260409,1424260409
108,1424260857,1424260857
109,1424261146,1424261146
110,1424260301,1424260301
111,1424260778,1424260778
112,1424258986,1424258986
113,1424260415,1424260415
114,1424260972,1424260972
115,1424260280,1424260280
116,1424259606,1424259606
117,1424259044,1424259044
118,1424260049,1424260049
119,1424259171,1424259171
120,1424260092,1424260092
121,1424259589,1424259589
122,1424261274,1424261274
123,1424260153,1424260153
124,1424260376,1424260376
125,1424260934,1424260934
126,1424261399,1424261399
127,1424259083,1424259083
128,1424259041,1424259041
129,1424259023,1424259023
130,1424259239,1424259239
131,1424261944,1424261944
132,1424259221,1424259221
133,1424259065,1424259065
134,1424259059,1424259059
135,1424259102,1424259102
136,1424261468,1424261468
137,1424258820,1424258820
138,1424260452,1424260452
139,1424261804,1424261804
140,1424261120,1424261120
141,1424260369,1424260369
142,1424260306,1424260306
143,1424260317,1424260317
144,1424260934,1424260934
145,1424260675,1424260675
146,1424260248,1424260248
147,1424260572,1424260572
148,1424260111,1424260111
149,1424260126,1424260126
150,1424259344,1424259344
151,1424260667,1424260667
152,1424260140,1424260140
153,1424260096,1424260096
154,1424260384,1424260384
155,1424260703,1424260703
156,1424261154,1424261154
157,1424260719,1424260719
158,1424260320,1424260320
159,1424259260,1424259260
160,1424259990,1424259990
161,1424260679,1424260679
162,1424260938,1424260938
163,1424259300,1424259300
164,1424260433,1424260433
165,1424259061,1424259061
166,1424260926,1424260926
167,1424260149,1424260149
168,1424262026,1424262026
169,1424259424,1424259424
170,1424259077,1424259077
171,1424258937,1424258937
172,1424259022,1424259022
173,1424260108,1424260108
174,1424261683,1424261683
175,1424260493,1424260493
176,1424261376,1424261376
177,1424260578,1424260578
178,1424260362,1424260362
179,1424259051,1424259051
180,1424260496,1424260496
181,1424261923,1424261923
182,1424261325,1424261325
183,1424259918,1424259918
184,1424260123,1424260123
185,1424259679,1424259679
186,1424260982,1424260982
187,1424260583,1424260583
188,1424260382,1424260382
189,1424261098,1424261098
190,1424259962,1424259962
191,1424260308,1424260308
192,1424259082,1424259082
193,1424262050,1424262050
194,1424261003,1424261003
195,1424260638,1424260638
196,1424261917,1424261917
197,1424260643,1424260643
198,1424259196,1424259196
199,1424261682,1424261682
200,1424258972,1424258972
201,1424259070,1424259070
202,1424260694,1424260694
203,1424259725,1424259784
204,1424254432,1424254432
205,1424252067,1424252067
206,1424252068,1424252068
207,1424252902,1424252902
208,1424251718,1424251718
209,1424253910,1424253910
210,1424252103,1424252103
211,1424253614,1424253614
212,1424252693,1424252693
213,1424251667,1424251667
214,1424253744,1424253744
215,1424253278,1424253278
216,1424253687,1424253687
217,1424255041,1424255041
218,1424252076,1424252076
219,1424252372,1424252372
220,1424253598,1424253598
221,1424252913,1424252913
222,1424252103,1424252103
223,1424253365,1424253365
224,1424254343,1424254343
225,1424251718,1424251718
226,1424252339,1424252339
227,1424252010,1424252010
228,1424253770,1424253770
229,1424254171,1424254171
230,1424254621,1424254621
231,1424253443,1424253443
232,1424257306,1424257306
233,1424255129,1424255129
234,1424252176,1424252176
235,1424252930,1424252930
236,1424255194,1424255194
237,1424255250,1424255250
238,1424253199,1424253199
239,1424254353,1424254353
240,1424252138,1424252138
241,1424254820,1424254820
242,1424255172,1424255172
243,1424254312,1424254312
244,1424253086,1424253086
245,1424253779,1424253779
246,1424251851,1424251851
247,1424253414,1424253414
248,1424255053,1424255053
249,1424252269,1424252269
250,1424251638,1424251638
251,1424251704,1424251704
252,1424255239,1424255239
253,1424252520,1424252520
254,1424253193,1424253193
255,1424251697,1424251697
256,1424251929,1424251929
257,1424251768,1424251768
258,1424253756,1424253756
259,1424253558,1424253558
260,1424253453,1424253453
261,1424253541,1424253541
262,1424251798,1424251798
263,1424253662,1424253662
264,1424253866,1424253866
265,1424251869,1424251869
266,1424253475,1424253475
267,1424253168,1424253168
268,1424253209,1424253209
269,1424251925,1424251925
270,1424251855,1424251855
271,1424252904,1424252904
272,1424252782,1424252782
273,1424253252,1424253252
274,1424252074,1424252074
275,1424253663,1424253663
276,1424255036,1424255036
277,1424253332,1424253332
278,1424251724,1424251724
279,1424255066,1424255066
280,1424253079,1424253079
281,1424252951,1424252951
282,1424253324,1424253324
283,1424252930,1424252930
284,1424253315,1424253315
285,1424254611,1424254611
286,1424252409,1424252409
287,1424252401,1424252401
288,1424254298,1424254298
289,1424252928,1424252928
290,1424252934,1424252934
291,1424255043,1424255043
292,1424252080,1424252080
293,1424253259,1424253259
294,1424252714,1424252714
295,1424255240,1424255240
296,1424252970,1424252970
297,1424253641,1424253641
298,1424255112,1424255112
299,1424253303,1424253303
300,1424253544,1424253544
301,1424253484,1424253484
302,1424253534,1424253534
303,1424252272,1424252272
304,1424252157,1424252157
305,1424255118,1424255118
306,1424251774,1424251774
307,1424253218,1424253218
308,1424251681,1424251681
309,1424253190,1424253190
310,1424253221,1424253221
311,1424254784,1424254784
312,1424251878,1424251878
313,1424254608,1424254608
314,1424254891,1424254891
315,1424252068,1424252068
316,1424253651,1424253651
317,1424252120,1424252120
318,1424253407,1424253407
319,1424253794,1424253794
320,1424253016,1424253016
321,1424253411,1424253411
322,1424254651,1424254651
323,1424252676,1424252676
324,1424253910,1424253910
325,1424254660,1424254660
326,1424252930,1424252930
327,1424254329,1424254329
328,1424252916,1424252916
329,1424252955,1424252955
330,1424251708,1424251708
331,1424253259,1424253259
332,1424254774,1424254774
333,1424253374,1424253374
334,1424252928,1424252928
335,1424252152,1424252152
336,1424253383,1424253383
337,1424254861,1424254861
338,1424253280,1424253280
339,1424252095,1424252095
340,1424254958,1424254958
341,1424253448,1424253448
342,1424253168,1424253168
343,1424253448,1424253448
344,1424252916,1424252916
345,1424252915,1424252915
346,1424251924,1424251924
347,1424251673,1424251673
348,1424254799,1424254799
349,1424253829,1424253829
350,1424254394,1424254394
351,1424254779,1424254779
352,1424254651,1424254651
353,1424253243,1424253243
354,1424254848,1424254848
355,1424252080,1424252080
356,1424254954,1424254954
357,1424254593,1424254593
358,1424252956,1424252956
359,1424253373,1424253373
360,1424252728,1424252728
361,1424253247,1424253247
362,1424254194,1424254194
363,1424252563,1424252563
364,1424254685,1424254685
365,1424252688,1424252688
366,1424251649,1424251649
367,1424252081,1424252081
368,1424255256,1424255256
369,1424253764,1424253764
370,1424251850,1424251850
371,1424252084,1424252084
372,1424252071,1424252071
373,1424252580,1424252580
374,1424252776,1424252776
375,1424252446,1424252446
376,1424252495,1424252495
377,1424253317,1424253317
378,1424254629,1424254629
379,1424252083,1424252083
380,1424251689,1424251689
381,1424252651,1424252651
382,1424252585,1424252585
383,1424254052,1424254052
384,1424253381,1424253381
385,1424253353,1424253353
386,1424251727,1424251727
387,1424254647,1424254647
388,1424251912,1424251912
389,1424254476,1424254476
390,1424253056,1424253056
391,1424251993,1424251993
392,1424252968,1424252968
393,1424254773,1424254773
394,1424251770,1424251770
395,1424253774,1424253774
396,1424254844,1424254844
397,1424251750,1424251750
398,1424251919,1424251919
399,1424255041,1424255041
400,1424253417,1424253417
401,1424254668,1424254668
402,1424252898,1424252898
403,1424253546,1424253546
404,1424254462,1424254462
405,1424252862,1424252862
406,1424251675,1424251675
407,1424253412,1424253412
408,1424252083,1424252083
409,1424253248,1424253248
410,1424253588,1424253588
411,1424251698,1424251698
412,1424253917,1424253917
413,1424255141,1424255141
414,1424253581,1424253581
415,1424252372,1424252372
416,1424252877,1424252877
417,1424252796,1424252796
418,1424253101,1424253101
419,1424253854,1424253854
420,1424252152,1424252152
421,1424252693,1424252693
422,1424253315,1424253315
423,1424253254,1424253254
424,1424253322,1424253322
425,1424255157,1424255157
426,1424252898,1424252898
427,1424255064,1424255064
428,1424253505,1424253505
429,1424253236,1424253236
430,1424253528,1424253528
431,1424252818,1424252818
432,1424253176,1424253176
433,1424251789,1424251789
434,1424253183,1424253183
435,1424255038,1424255038
436,1424251716,1424251716
437,1424252748,1424252748
438,1424253611,1424253611
439,1424252212,1424252212
440,1424254117,1424254117
441,1424253267,1424253267
442,1424253554,1424253554
443,1424252896,1424252896
444,1424254887,1424254887
445,1424253094,1424253094
446,1424253328,1424253328
447,1424253273,1424253273
448,1424255066,1424255066
449,1424254982,1424254982
450,1424251627,1424251627
451,1424255086,1424255086
452,1424254839,1424254839
453,1424251755,1424251755
454,1424254620,1424254620
455,1424255174,1424255174
456,1424252067,1424252067
457,1424251817,1424251817
458,1424252665,1424252665
459,1424251689,1424251689
460,1424255226,1424255226
461,1424251725,1424251725
462,1424254523,1424254523
463,1424254658,1424254658
464,1424253301,1424253301
465,1424252029,1424252029
466,1424252093,1424252093
467,1424252108,1424252108
468,1424254622,1424254622
469,1424254851,1424254851
470,1424252983,1424252983
471,1424253308,1424253308
472,1424254028,1424254028
473,1424253774,1424253774
474,1424252978,1424252978
475,1424253710,1424253710
476,1424253496,1424253496
477,1424252023,1424252023
478,1424253628,1424253628
479,1424252151,1424252151
480,1424254186,1424254186
481,1424253550,1424253550
482,1424253851,1424253851
483,1424251702,1424251702
484,1424253854,1424253854
485,1424254855,1424254855
486,1424254453,1424254453
487,1424253147,1424253147
488,1424252068,1424252068
489,1424253412,1424253412
490,1424252916,1424252916
491,1424251702,1424251702
492,1424251894,1424251894
493,1424252294,1424252294
494,1424254616,1424254616
495,1424254136,1424254136
496,1424255031,1424255031
497,1424252054,1424252054
498,1424254490,1424254490
499,1424252782,1424252782
500,1424255009,1424255009
501,1424252963,1424252963
502,1424253544,1424253544
503,1424254608,1424254608
504,1424260445,1424260445
505,1424259144,1424259144
506,1424259195,1424259195
507,1424259051,1424259051
508,1424260006,1424260006
509,1424260482,1424260482
510,1424259535,1424259535
511,1424259005,1424259005
512,1424261687,1424261687
513,1424260012,1424260012
514,1424260840,1424260840
515,1424262037,1424262037
516,1424260423,1424260423
517,1424259885,1424259885
518,1424259226,1424259226
519,1424259799,1424259799
520,1424261879,1424261879
521,1424261759,1424261759
522,1424260905,1424260905
523,1424258809,1424258809
524,1424252945,1424252948
525,1424260799,1424260799
526,1424260314,1424260314
527,1424261250,1424261250
528,1424261977,1424261977
529,1424259235,1424259235
530,1424261994,1424261994
531,1424261656,1424261656
532,1424258818,1424258818
533,1424260600,1424260600
534,1424261034,1424261034
535,1424259187,1424259187
536,1424260134,1424260134
537,1424259259,1424259259
538,1424259246,1424259246
539,1424260515,1424260515
540,1424258936,1424258936
541,1424259036,1424259036
542,1424262056,1424262056
543,1424260975,1424260975
544,1424259184,1424259184
545,1424259749,1424259749
546,1424259603,1424259603
547,1424260702,1424260702
548,1424259590,1424259590
549,1424259132,1424259132
550,1424259161,1424259161
551,1424259056,1424259056
552,1424259274,1424259274
553,1424259007,1424259007
554,1424260646,1424260646
555,1424259837,1424259837
556,1424259328,1424259328
557,1424259005,1424259005
558,1424258924,1424258924
559,1424260655,1424260655
560,1424259647,1424259647
561,1424258924,1424258924
562,1424260677,1424260677
563,1424260936,1424260936
564,1424260775,1424260775
565,1424260708,1424260708
566,1424260765,1424260765
567,1424261525,1424261525
568,1424260529,1424260529
569,1424260879,1424260879
570,1424261504,1424261504
571,1424259455,1424259455
572,1424258901,1424258901
573,1424260874,1424260874
574,1424260544,1424260544
575,1424260911,1424260911
576,1424260734,1424260734
577,1424259179,1424259179
578,1424260574,1424260574
579,1424260479,1424260479
580,1424261349,1424261349
581,1424260014,1424260014
582,1424259044,1424259044
583,1424260696,1424260696
584,1424259082,1424259082
585,1424260145,1424260145
586,1424260289,1424260289
587,1424261016,1424261016
588,1424259032,1424259032
589,1424259427,1424259427
590,1424260651,1424260651
591,1424260721,1424260721
592,1424259052,1424259052
593,1424261005,1424261005
594,1424261977,1424261977
595,1424259128,1424259128
596,1424261532,1424261532
597,1424259279,1424259279
598,1424260279,1424260279
599,1424260118,1424260118
600,1424259053,1424259053
601,1424260075,1424260075
602,1424260568,1424260568
603,1424260905,1424260905
604,1424260590,1424260590
605,1424256172,1424256173
606,1424251923,1424251923
607,1424260629,1424260629
608,1424260526,1424260526
609,1424259135,1424259135
610,1424261165,1424261165
611,1424261053,1424261053
612,1424260378,1424260378
613,1424262043,1424262043
614,1424260494,1424260494
615,1424259065,1424259065
616,1424259106,1424259106
617,1424260698,1424260698
618,1424261033,1424261033
619,1424260908,1424260908
620,1424259792,1424259792
621,1424260817,1424260817
622,1424261263,1424261263
623,1424260970,1424260970
624,1424259385,1424259385
625,1424262011,1424262011
626,1424261054,1424261054
627,1424261776,1424261776
628,1424260919,1424260919
629,1424260813,1424260813
630,1424261817,1424261817
631,1424261817,1424261817
632,1424260535,1424260535
633,1424260348,1424260348
634,1424261158,1424261158
635,1424260666,1424260666
636,1424260076,1424260076
637,1424261142,1424261142
638,1424259041,1424259041
639,1424259219,1424259219
640,1424260744,1424260744
641,1424260937,1424260937
642,1424258941,1424258941
643,1424259917,1424259917
644,1424259189,1424259189
645,1424261039,1424261039
646,1424259823,1424259823
647,1424258972,1424258972
648,1424260367,1424260367
649,1424260322,1424260322
650,1424261150,1424261150
651,1424260425,1424260425
652,1424261835,1424261835
653,1424260947,1424260947
654,1424260210,1424260210
655,1424260679,1424260679
656,1424259226,1424259226
657,1424261165,1424261165
658,1424260970,1424260970
659,1424259929,1424259929
660,1424259103,1424259103
661,1424259102,1424259102
662,1424258949,1424258949
663,1424259058,1424259058
664,1424261702,1424261702
665,1424260680,1424260680
666,1424261074,1424261074
667,1424260321,1424260321
668,1424259038,1424259038
669,1424260128,1424260128
670,1424261824,1424261824
671,1424259346,1424259346
672,1424259131,1424259131
673,1424261193,1424261193
674,1424259559,1424259559
675,1424260491,1424260491
676,1424259084,1424259084
677,1424259141,1424259141
678,1424259286,1424259286
679,1424258968,1424258968
680,1424261638,1424261638
681,1424260045,1424260045
682,1424260880,1424260880
683,1424261086,1424261086
684,1424259169,1424259169
685,1424260048,1424260048
686,1424261013,1424261013
687,1424259782,1424259782
688,1424258845,1424258845
689,1424259899,1424259899
690,1424258849,1424258849
691,1424260986,1424260986
692,1424259136,1424259136
693,1424260151,1424260151
694,1424259250,1424259250
695,1424259104,1424259104
696,1424260172,1424260172
697,1424261675,1424261675
698,1424260969,1424260969
699,1424258796,1424258796
700,1424253538,1424253538
701,1424250256,1424250256
702,1424260154,1424260155
703,1424255971,1424255972
704,1424251328,1424251329
705,1424260776,1424260776
706,1424250011,1424250012
707,1424259231,1424259232
708,1424258624,1424258624
709,1424257552,1424257553
710,1424259467,1424259510
711,1424256818,1424256818
712,1424254342,1424254399
713,1424257170,1424257170
714,1424250098,1424250098
715,1424252608,1424252609
716,1424261857,1424261858
717,1424259250,1424259250
718,1424260397,1424260433
719,1424258689,1424258689
720,1424251610,1424251610
721,1424251716,1424251716
722,1424251594,1424251594
723,1424251623,1424251623
724,1424251655,1424251655
725,1424259077,1424259081
726,1424251657,1424251657
727,1424251685,1424251685
728,1424251596,1424251596
729,1424251703,1424251703
730,1424251514,1424251514
731,1424251646,1424251646
732,1424251660,1424251660
733,1424251671,1424251671
734,1424251664,1424251664
735,1424251683,1424251683
736,1424251625,1424251625
737,1424251724,1424251724
738,1424261488,1424261488
739,1424251656,1424251656
740,1424251691,1424251691
741,1424251648,1424251648
742,1424258228,1424258228
743,1424251683,1424251683
744,1424251727,1424251727
745,1424251599,1424251599
746,1424251627,1424251627
747,1424251625,1424251625
748,1424251632,1424251632
749,1424251617,1424251617
750,1424254493,1424254495
751,1424251663,1424251663
752,1424251688,1424251688
753,1424251723,1424251723
754,1424251727,1424251727
755,1424251630,1424251630
756,1424251717,1424251717
757,1424251641,1424251641
758,1424251613,1424251613
759,1424251654,1424251654
760,1424251598,1424251598
761,1424254323,1424254324
762,1424257192,1424257192
763,1424251115,1424251116
764,1424257741,1424257741
765,1424257754,1424257755
766,1424260934,1424260935
767,1424258247,1424258247
768,1424261795,1424261855
769,1424251992,1424251994
770,1424259140,1424259141
771,1424253852,1424253853
772,1424254757,1424254757
773,1424254182,1424254183
774,1424254193,1424254194
775,1424254302,1424254312
776,1424260895,1424260895
777,1424254017,1424254018
778,1424254128,1424254129
779,1424258619,1424258620
780,1424254368,1424254370
781,1424253062,1424253062
782,1424256099,1424256102
783,1424260985,1424260986
784,1424258767,1424258773
785,1424253217,1424253217
786,1424255034,1424255034
787,1424254805,1424254805
788,1424251753,1424251753
789,1424251705,1424251705
790,1424251669,1424251669
791,1424252081,1424252081
792,1424251702,1424251702
793,1424252155,1424252155
794,1424255034,1424255034
795,1424253088,1424253088
796,1424254729,1424254729
797,1424254545,1424254545
798,1424253982,1424253982
799,1424254568,1424254568
800,1424254273,1424254273
801,1424253006,1424253006
802,1424252925,1424252925
803,1424251888,1424251888
804,1424252070,1424252070
805,1424254993,1424254993
806,1424251703,1424251703
807,1424254119,1424254119
808,1424253185,1424253185
809,1424254827,1424254827
810,1424254957,1424254957
811,1424254673,1424254673
812,1424252931,1424252931
813,1424251889,1424251915
814,1424253930,1424253930
815,1424254063,1424254063
816,1424253339,1424253339
817,1424254846,1424254846
818,1424253181,1424253181
819,1424253045,1424253045
820,1424253401,1424253401
821,1424251913,1424251913
822,1424251707,1424251707
823,1424253003,1424253003
824,1424254396,1424254396
825,1424254575,1424254575
826,1424254987,1424254987
827,1424253537,1424253537
828,1424251719,1424251719
829,1424251743,1424251743
830,1424252795,1424252795
831,1424253318,1424253318
832,1424253526,1424253526
833,1424252966,1424252966
834,1424252931,1424252931
835,1424255004,1424255004
836,1424254777,1424254777
837,1424252735,1424252735
838,1424251941,1424251941
839,1424252291,1424252291
840,1424252081,1424252081
841,1424252948,1424252948
842,1424253252,1424253252
843,1424254113,1424254113
844,1424252930,1424252930
845,1424253169,1424253169
846,1424253708,1424253708
847,1424253328,1424253328
848,1424254446,1424254446
849,1424254026,1424254026
850,1424254581,1424254581
851,1424253178,1424253178
852,1424252016,1424252016
853,1424253416,1424253416
854,1424252955,1424252955
855,1424251831,1424251831
856,1424255067,1424255067
857,1424254545,1424254545
858,1424252613,1424252613
859,1424252418,1424252418
860,1424253447,1424253447
861,1424255050,1424255050
862,1424253394,1424253394
863,1424251679,1424251679
864,1424251800,1424251800
865,1424253236,1424253236
866,1424251492,1424251493
867,1424252489,1424252489
868,1424253327,1424253327
869,1424254662,1424254662
870,1424253474,1424253474
871,1424254387,1424254387
872,1424254742,1424254742
873,1424253740,1424253740
874,1424254823,1424254823
875,1424253717,1424253717
876,1424256055,1424256086
877,1424255240,1424255240
878,1424254677,1424254677
879,1424255048,1424255048
880,1424254415,1424254415
881,1424255074,1424255074
882,1424253812,1424253812
883,1424251694,1424251694
884,1424254641,1424254641
885,1424253477,1424253477
886,1424252275,1424252275
887,1424251662,1424251662
888,1424253964,1424253964
889,1424254602,1424254602
890,1424253181,1424253181
891,1424255154,1424255154
892,1424251380,1424251380
893,1424253667,1424253667
894,1424254901,1424254901
895,1424252706,1424252706
896,1424253243,1424253243
897,1424253552,1424253552
898,1424253332,1424253332
899,1424252614,1424252614
900,1424253243,1424253243
901,1424254979,1424254979
902,1424251837,1424251837
903,1424252155,1424252155
904,1424253393,1424253393
905,1424253390,1424253390
906,1424252758,1424252758
907,1424253067,1424253067
908,1424251744,1424251744
909,1424255092,1424255092
910,1424252155,1424252155
911,1424251819,1424251819
912,1424253751,1424253751
913,1424253349,1424253349
914,1424252201,1424252201
915,1424252379,1424252379
916,1424253337,1424253337
917,1424253260,1424253260
918,1424254966,1424254966
919,1424252802,1424252802
920,1424252674,1424252674
921,1424251709,1424251709
922,1424252047,1424252047
923,1424254633,1424254633
924,1424252027,1424252027
925,1424253243,1424253243
926,1424253283,1424253283
927,1424255138,1424255138
928,1424252727,1424252727
929,1424253708,1424253708
930,1424253407,1424253407
931,1424252595,1424252595
932,1424255176,1424255176
933,1424254745,1424254745
934,1424255095,1424255095
935,1424251678,1424251678
936,1424254503,1424254503
937,1424253312,1424253312
938,1424254463,1424254463
939,1424253397,1424253397
940,1424251245,1424251246
941,1424252021,1424252021
942,1424251734,1424251734
943,1424253417,1424253417
944,1424254503,1424254503
945,1424252084,1424252084
946,1424253597,1424253597
947,1424254649,1424254649
948,1424252155,1424252155
949,1424252743,1424252743
950,1424253103,1424253103
951,1424251919,1424251919
952,1424254075,1424254075
953,1424255034,1424255034
954,1424254796,1424254796
955,1424255219,1424255219
956,1424253903,1424253903
957,1424254606,1424254606
958,1424253308,1424253308
959,1424254686,1424254686
960,1424253919,1424253919
961,1424255142,1424255142
962,1424254810,1424254810
963,1424253972,1424253972
964,1424253837,1424253837
965,1424253408,1424253408
966,1424254944,1424254944
967,1424254330,1424254330
968,1424252701,1424252701
969,1424254062,1424254062
970,1424251966,1424251966
971,1424255095,1424255095
972,1424253274,1424253274
973,1424251847,1424251847
974,1424254677,1424254677
975,1424252881,1424252881
976,1424253265,1424253265
977,1424253992,1424253992
978,1424255087,1424255087
979,1424254858,1424254858
980,1424255216,1424255216
981,1424251684,1424251684
982,1424253454,1424253454
983,1424254834,1424254834
984,1424253366,1424253366
985,1424253506,1424253506
986,1424254780,1424254780
987,1424252750,1424252750
988,1424252067,1424252067
989,1424254873,1424254873
990,1424252701,1424252701
991,1424251897,1424251897
992,1424253243,1424253243
993,1424253163,1424253163
994,1424253230,1424253230
995,1424252756,1424252756
996,1424252292,1424252292
997,1424253189,1424253189
998,1424254612,1424254612
999,1424253756,1424253756
1000,1424251860,1424251860
1001,1424254205,1424254205
1002,1424254987,1424254987
1003,1424253440,1424253440
1004,1424251723,1424251723
1005,1424259814,1424259816
1006,1424261109,1424261109
1007,1424259862,1424259863
1008,1424261281,1424261282
1009,1424259951,1424259953
1010,1424259938,1424259939
1011,1424259752,1424259753
1012,1424253451,1424253452
1013,1424257364,1424257365
1014,1424253051,1424253052
1015,1424255632,1424255632
1016,1424252139,1424252141
1017,1424252047,1424252047
1018,1424253324,1424253324
1019,1424261161,1424261172
1020,1424253264,1424253264
1021,1424257899,1424257899
1022,1424258097,1424258097
1023,1424259935,1424259936
1024,1424250100,1424250100
1025,1424261098,1424261099
